var	Year	ALB	DZA	AGO	ARG	ARM	AUS	AUT	AZE	BHS	BHR	BGD	BLR	BEL	BOL	BWA	BRA	BRN	BGR	BFA	CMR	CAN	CHL	CHN	COL	COG	ZAR	CRI	CIV	HRV	CUB	CYP	CZE	DNK	DOM	ECU	EGY	SLV	EST	ETH	FIN	FRA	GAB	GMB	DEU	GHA	GRC	GTM	GIN	GNB	GUY	HTI	HND	HKG	HUN	ISL	IND	IDN	IRN	IRQ	IRL	ISR	ITA	JAM	JPN	JOR	KAZ	KEN	PRK	KOR	KWT	LVA	LBN	LBR	LBY	LTU	LUX	MDG	MWI	MYS	MLI	MLT	MEX	MDA	MNG	MAR	MOZ	MMR	NAM	NLD	NZL	NIC	NER	NGA	NOR	OMN	PAK	PAN	PNG	PRY	PER	PHL	POL	PRT	QAT	ROM	RUS	SAU	SEN	SRB	SLE	SGP	SVK	SVN	SOM	ZAF	ESP	LKA	SDN	SUR	SWE	CHE	SYR	TWN	TZA	THA	TGO	TTO	TUN	TUR	ARE	UGA	UKR	GBR	USA	URY	VEN	VNM	YEM	ZMB	ZWE
PV	1998	0.68	0.47	0.51	0.89	0.75	0.76	0.91	0.69	0.89	0.73	0.82	0.80	0.83	0.67	0.89	0.78	0.89	0.94	0.76	0.65	0.74	0.84	0.80	0.64	0.67	0.23	0.91	0.69	0.82	0.80	0.58	0.89	0.93	0.76	0.80	0.82	0.89	0.76	0.71	0.91	0.87	0.73	0.87	0.87	0.74	0.89	0.80	0.63	0.65	0.72	0.55	0.84	0.84	0.94	0.93	0.58	0.52	0.78	0.54	0.98	0.41	0.86	0.87	0.91	0.84	0.87	0.69	0.80	0.84	0.84	0.67	0.66	0.67	0.62	0.67	0.94	0.74	0.89	0.73	0.84	0.95	0.75	0.91	0.80	0.84	0.78	0.65	0.87	0.98	0.85	0.75	0.76	0.74	0.89	0.91	0.69	0.80	0.74	0.78	0.65	0.87	0.98	0.98	0.93	0.89	0.72	0.82	0.65	0.36	0.49	0.91	0.94	0.89	0.36	0.72	0.67	0.52	0.43	0.80	0.87	0.89	0.93	0.87	0.80	0.91	0.61	0.72	0.87	0.52	0.85	0.64	0.84	0.84	0.82	0.89	0.75	0.87	0.75	0.89	0.64
PV	2000	0.78	0.54	0.65	0.86	0.66	0.83	0.73	0.67	0.91	0.76	0.73	0.75	0.78	0.76	0.91	0.72	0.91	0.75	0.76	0.63	0.78	0.80	0.83	0.69	0.76	0.43	0.86	0.61	0.82	0.84	0.63	0.67	0.95	0.78	0.67	0.80	0.86	0.76	0.72	0.95	0.73	0.76	0.80	0.91	0.67	0.84	0.74	0.49	0.69	0.65	0.67	0.82	0.82	0.74	0.95	0.49	0.49	0.71	0.47	0.93	0.38	0.84	0.82	0.89	0.78	0.87	0.63	0.89	0.84	0.84	0.72	0.78	0.60	0.63	0.72	0.94	0.70	0.73	0.78	0.78	0.95	0.82	0.67	0.91	0.78	0.78	0.60	0.80	0.98	0.87	0.80	0.76	0.56	0.89	0.91	0.66	0.82	0.67	0.75	0.67	0.59	0.82	0.98	0.93	0.67	0.65	0.80	0.67	0.58	0.56	0.91	0.78	0.87	0.54	0.69	0.76	0.45	0.48	0.71	0.87	0.89	0.91	0.80	0.71	0.84	0.61	0.65	0.89	0.61	0.85	0.73	0.73	0.82	0.80	0.89	0.75	0.91	0.78	0.78	0.53
PV	2002	0.86	0.57	0.67	0.67	0.67	0.79	0.81	0.63	0.91	0.91	0.68	0.79	0.81	0.67	0.84	0.74	0.90	0.79	0.72	0.65	0.75	0.80	0.87	0.56	0.76	0.53	0.85	0.49	0.77	0.85	0.58	0.73	0.83	0.79	0.65	0.86	0.84	0.73	0.55	0.92	0.80	0.74	0.81	0.81	0.69	0.82	0.68	0.57	0.55	0.63	0.62	0.79	0.90	0.83	0.93	0.56	0.64	0.66	0.41	0.93	0.46	0.88	0.81	0.91	0.79	0.88	0.51	0.78	0.76	0.72	0.81	0.67	0.56	0.74	0.72	0.92	0.63	0.61	0.83	0.75	0.94	0.65	0.78	0.91	0.79	0.80	0.65	0.79	0.79	0.83	0.73	0.76	0.46	0.85	0.82	0.70	0.78	0.65	0.64	0.55	0.78	0.90	0.88	0.89	0.81	0.67	0.74	0.73	0.55	0.71	0.94	0.79	0.90	0.28	0.68	0.78	0.64	0.58	0.76	0.86	0.91	0.89	0.74	0.73	0.83	0.65	0.54	0.88	0.69	0.81	0.66	0.68	0.72	0.75	0.81	0.56	0.88	0.70	0.61	0.44
PV	2003	0.81	0.53	0.74	0.84	0.75	0.76	0.83	0.71	0.90	0.86	0.63	0.83	0.80	0.70	0.84	0.77	0.92	0.76	0.71	0.63	0.82	0.81	0.90	0.59	0.79	0.54	0.80	0.59	0.77	0.82	0.72	0.69	0.73	0.67	0.61	0.89	0.83	0.74	0.58	0.91	0.74	0.73	0.88	0.72	0.68	0.81	0.65	0.62	0.68	0.65	0.59	0.80	0.81	0.83	0.90	0.61	0.63	0.66	0.49	0.91	0.57	0.80	0.80	0.88	0.80	0.89	0.68	0.74	0.75	0.87	0.85	0.67	0.55	0.74	0.75	0.92	0.65	0.65	0.80	0.76	0.93	0.63	0.79	0.90	0.84	0.80	0.64	0.80	0.84	0.81	0.67	0.76	0.61	0.81	0.83	0.73	0.77	0.61	0.77	0.56	0.77	0.80	0.86	0.85	0.80	0.69	0.77	0.69	0.65	0.71	0.93	0.75	0.86	0.32	0.74	0.77	0.55	0.60	0.76	0.84	0.83	0.86	0.74	0.73	0.81	0.61	0.59	0.89	0.62	0.83	0.64	0.70	0.72	0.80	0.83	0.70	0.88	0.73	0.69	0.61
PV	2004	0.76	0.67	0.72	0.80	0.72	0.77	0.81	0.73	0.91	0.84	0.58	0.83	0.76	0.61	0.86	0.73	0.91	0.71	0.67	0.64	0.76	0.83	0.87	0.66	0.80	0.46	0.78	0.53	0.81	0.83	0.71	0.67	0.70	0.76	0.66	0.86	0.81	0.73	0.57	0.91	0.69	0.76	0.87	0.72	0.68	0.82	0.67	0.61	0.65	0.64	0.58	0.78	0.80	0.77	0.90	0.64	0.61	0.66	0.41	0.87	0.47	0.73	0.80	0.83	0.83	0.88	0.65	0.77	0.77	0.86	0.73	0.69	0.61	0.83	0.76	0.90	0.67	0.70	0.81	0.73	0.92	0.68	0.71	0.81	0.83	0.76	0.65	0.86	0.81	0.79	0.75	0.76	0.56	0.79	0.84	0.67	0.83	0.58	0.74	0.59	0.77	0.78	0.74	0.85	0.73	0.72	0.78	0.68	0.67	0.88	0.90	0.77	0.79	0.33	0.79	0.75	0.54	0.60	0.75	0.88	0.84	0.73	0.72	0.73	0.68	0.66	0.65	0.90	0.72	0.83	0.61	0.66	0.68	0.79	0.90	0.71	0.86	0.72	0.78	0.63
PV	2005	0.79	0.71	0.73	0.85	0.73	0.76	0.79	0.72	0.87	0.83	0.59	0.77	0.77	0.56	0.86	0.72	0.94	0.74	0.71	0.79	0.74	0.83	0.82	0.64	0.76	0.44	0.77	0.47	0.79	0.85	0.71	0.77	0.75	0.78	0.65	0.84	0.80	0.75	0.50	0.91	0.66	0.82	0.88	0.80	0.77	0.80	0.64	0.56	0.65	0.65	0.57	0.73	0.84	0.76	0.90	0.60	0.61	0.67	0.41	0.87	0.52	0.72	0.83	0.83	0.83	0.88	0.58	0.78	0.74	0.82	0.80	0.67	0.64	0.87	0.78	0.90	0.70	0.65	0.80	0.73	0.86	0.67	0.65	0.81	0.81	0.84	0.65	0.85	0.80	0.75	0.74	0.74	0.58	0.81	0.84	0.52	0.82	0.62	0.72	0.58	0.72	0.81	0.83	0.85	0.70	0.70	0.81	0.70	0.64	0.82	0.91	0.74	0.84	0.37	0.76	0.72	0.57	0.61	0.69	0.84	0.83	0.71	0.74	0.72	0.63	0.63	0.76	0.89	0.66	0.86	0.61	0.75	0.66	0.73	0.88	0.74	0.86	0.73	0.78	0.68
PV	2006	0.80	0.73	0.74	0.88	0.76	0.73	0.73	0.73	0.87	0.78	0.56	0.79	0.75	0.60	0.86	0.72	0.94	0.79	0.71	0.78	0.71	0.78	0.80	0.66	0.76	0.43	0.76	0.56	0.82	0.84	0.72	0.72	0.67	0.82	0.61	0.84	0.82	0.74	0.51	0.91	0.64	0.74	0.87	0.79	0.77	0.79	0.65	0.55	0.63	0.61	0.64	0.78	0.84	0.73	0.87	0.60	0.63	0.67	0.40	0.87	0.48	0.72	0.79	0.81	0.86	0.88	0.58	0.77	0.68	0.82	0.76	0.59	0.66	0.88	0.75	0.90	0.70	0.63	0.78	0.70	0.84	0.72	0.64	0.82	0.80	0.84	0.64	0.86	0.73	0.73	0.74	0.72	0.55	0.78	0.84	0.50	0.83	0.61	0.72	0.59	0.66	0.75	0.82	0.85	0.71	0.68	0.80	0.69	0.65	0.82	0.91	0.77	0.78	0.33	0.75	0.77	0.59	0.56	0.68	0.84	0.83	0.71	0.66	0.76	0.62	0.65	0.75	0.88	0.60	0.86	0.63	0.71	0.66	0.71	0.84	0.74	0.86	0.75	0.77	0.67
PV	2007	0.79	0.71	0.73	0.84	0.76	0.77	0.81	0.71	0.83	0.80	0.55	0.78	0.69	0.66	0.85	0.72	0.94	0.77	0.71	0.79	0.74	0.75	0.84	0.65	0.73	0.47	0.80	0.58	0.78	0.83	0.70	0.75	0.68	0.81	0.65	0.79	0.82	0.75	0.51	0.92	0.68	0.73	0.84	0.81	0.75	0.78	0.66	0.50	0.64	0.61	0.72	0.77	0.87	0.71	0.89	0.56	0.63	0.60	0.35	0.89	0.49	0.77	0.83	0.76	0.85	0.88	0.58	0.78	0.76	0.82	0.67	0.63	0.66	0.88	0.75	0.90	0.72	0.62	0.76	0.71	0.86	0.72	0.65	0.83	0.72	0.84	0.64	0.87	0.78	0.71	0.78	0.67	0.52	0.80	0.84	0.41	0.83	0.69	0.71	0.61	0.65	0.80	0.80	0.85	0.71	0.69	0.80	0.72	0.67	0.82	0.91	0.77	0.76	0.32	0.75	0.73	0.57	0.53	0.68	0.82	0.84	0.69	0.66	0.76	0.57	0.69	0.75	0.88	0.59	0.87	0.61	0.76	0.66	0.66	0.83	0.74	0.86	0.72	0.78	0.60
PV	2008	0.79	0.71	0.75	0.76	0.76	0.78	0.84	0.72	0.83	0.78	0.57	0.79	0.73	0.68	0.85	0.74	0.94	0.72	0.71	0.79	0.71	0.74	0.80	0.67	0.76	0.50	0.76	0.57	0.80	0.82	0.71	0.71	0.68	0.82	0.61	0.77	0.83	0.71	0.55	0.89	0.68	0.74	0.84	0.81	0.74	0.72	0.65	0.53	0.67	0.61	0.64	0.74	0.86	0.69	0.77	0.57	0.62	0.55	0.46	0.89	0.46	0.80	0.80	0.73	0.82	0.88	0.64	0.77	0.76	0.81	0.72	0.63	0.68	0.89	0.78	0.90	0.72	0.65	0.70	0.72	0.88	0.70	0.65	0.82	0.72	0.84	0.63	0.87	0.81	0.76	0.72	0.66	0.55	0.77	0.84	0.46	0.82	0.67	0.73	0.57	0.67	0.84	0.82	0.85	0.68	0.65	0.80	0.72	0.61	0.80	0.91	0.77	0.78	0.31	0.69	0.71	0.57	0.54	0.68	0.82	0.83	0.69	0.75	0.78	0.55	0.69	0.75	0.88	0.56	0.87	0.61	0.69	0.66	0.79	0.81	0.72	0.85	0.72	0.79	0.61
PV	2009	0.77	0.74	0.75	0.74	0.77	0.79	0.84	0.76	0.83	0.78	0.62	0.80	0.77	0.70	0.86	0.74	0.94	0.72	0.69	0.79	0.79	0.74	0.75	0.70	0.76	0.52	0.80	0.55	0.78	0.83	0.72	0.71	0.69	0.81	0.63	0.75	0.84	0.70	0.52	0.90	0.71	0.73	0.83	0.81	0.74	0.71	0.61	0.52	0.66	0.61	0.66	0.78	0.84	0.68	0.82	0.62	0.64	0.55	0.52	0.76	0.49	0.78	0.80	0.82	0.80	0.88	0.56	0.72	0.77	0.73	0.68	0.64	0.69	0.88	0.76	0.88	0.64	0.71	0.71	0.73	0.88	0.67	0.56	0.84	0.70	0.86	0.63	0.87	0.80	0.77	0.71	0.65	0.56	0.79	0.84	0.44	0.86	0.64	0.72	0.58	0.67	0.85	0.77	0.85	0.73	0.67	0.77	0.67	0.64	0.80	0.91	0.77	0.77	0.33	0.73	0.70	0.63	0.48	0.68	0.83	0.80	0.69	0.77	0.76	0.56	0.67	0.75	0.88	0.55	0.87	0.61	0.68	0.60	0.81	0.82	0.69	0.85	0.63	0.78	0.62
PV	2010	0.74	0.70	0.73	0.74	0.74	0.72	0.80	0.74	0.83	0.78	0.58	0.79	0.74	0.68	0.82	0.72	0.94	0.69	0.67	0.75	0.77	0.72	0.69	0.74	0.76	0.47	0.82	0.54	0.81	0.83	0.72	0.71	0.69	0.81	0.63	0.72	0.86	0.68	0.55	0.89	0.67	0.72	0.78	0.70	0.69	0.72	0.63	0.54	0.59	0.61	0.62	0.77	0.82	0.78	0.77	0.55	0.62	0.52	0.54	0.72	0.49	0.71	0.79	0.71	0.76	0.87	0.59	0.69	0.77	0.74	0.72	0.64	0.68	0.88	0.72	0.88	0.62	0.70	0.71	0.72	0.88	0.64	0.56	0.84	0.70	0.83	0.61	0.86	0.79	0.77	0.72	0.63	0.55	0.79	0.84	0.42	0.86	0.63	0.69	0.59	0.70	0.82	0.73	0.85	0.70	0.65	0.75	0.67	0.65	0.81	0.91	0.77	0.74	0.32	0.68	0.63	0.66	0.47	0.68	0.79	0.80	0.69	0.77	0.78	0.55	0.67	0.77	0.86	0.55	0.87	0.57	0.72	0.68	0.75	0.85	0.70	0.84	0.63	0.78	0.61
PV	2011	0.71	0.62	0.67	0.81	0.68	0.69	0.77	0.73	0.79	0.69	0.55	0.64	0.76	0.64	0.76	0.68	0.94	0.69	0.61	0.71	0.79	0.66	0.68	0.70	0.72	0.46	0.81	0.59	0.81	0.82	0.64	0.72	0.68	0.78	0.61	0.64	0.86	0.70	0.52	0.88	0.62	0.70	0.78	0.69	0.74	0.73	0.65	0.56	0.58	0.61	0.73	0.79	0.81	0.75	0.80	0.52	0.61	0.50	0.55	0.77	0.53	0.72	0.77	0.76	0.67	0.81	0.56	0.69	0.72	0.66	0.65	0.58	0.63	0.75	0.71	0.88	0.66	0.67	0.69	0.70	0.83	0.66	0.58	0.80	0.70	0.81	0.60	0.85	0.78	0.77	0.75	0.65	0.56	0.77	0.75	0.41	0.79	0.61	0.69	0.60	0.68	0.83	0.76	0.82	0.69	0.61	0.74	0.59	0.63	0.78	0.88	0.74	0.73	0.30	0.69	0.66	0.65	0.44	0.71	0.79	0.80	0.47	0.74	0.76	0.66	0.62	0.77	0.80	0.55	0.86	0.56	0.72	0.66	0.80	0.85	0.67	0.79	0.59	0.77	0.63
PV	2012	0.71	0.61	0.69	0.72	0.70	0.72	0.75	0.69	0.81	0.64	0.55	0.67	0.73	0.64	0.80	0.72	0.90	0.70	0.64	0.70	0.78	0.66	0.69	0.63	0.73	0.47	0.78	0.52	0.75	0.81	0.63	0.71	0.63	0.80	0.63	0.63	0.83	0.66	0.49	0.86	0.63	0.74	0.79	0.77	0.73	0.69	0.65	0.52	0.57	0.57	0.72	0.78	0.77	0.71	0.79	0.54	0.55	0.50	0.49	0.74	0.54	0.73	0.80	0.72	0.66	0.81	0.55	0.69	0.75	0.67	0.64	0.57	0.61	0.67	0.75	0.84	0.63	0.67	0.67	0.59	0.80	0.68	0.59	0.78	0.68	0.81	0.66	0.85	0.81	0.76	0.77	0.64	0.54	0.79	0.80	0.43	0.73	0.66	0.67	0.63	0.69	0.78	0.73	0.83	0.63	0.59	0.77	0.65	0.59	0.76	0.88	0.78	0.73	0.38	0.65	0.66	0.62	0.46	0.70	0.79	0.81	0.43	0.71	0.75	0.61	0.58	0.70	0.71	0.52	0.86	0.56	0.70	0.67	0.80	0.78	0.69	0.78	0.59	0.79	0.63
PV	2013	0.79	0.60	0.68	0.72	0.70	0.76	0.77	0.69	0.80	0.63	0.52	0.67	0.74	0.65	0.80	0.64	0.89	0.69	0.61	0.71	0.75	0.70	0.66	0.65	0.73	0.45	0.76	0.56	0.77	0.82	0.59	0.73	0.63	0.80	0.67	0.59	0.83	0.65	0.50	0.84	0.57	0.72	0.74	0.78	0.71	0.66	0.60	0.50	0.57	0.58	0.70	0.75	0.72	0.75	0.81	0.52	0.57	0.55	0.49	0.76	0.53	0.71	0.79	0.77	0.69	0.79	0.59	0.72	0.78	0.69	0.64	0.56	0.63	0.61	0.76	0.80	0.58	0.61	0.71	0.64	0.81	0.65	0.61	0.82	0.64	0.72	0.63	0.84	0.77	0.76	0.80	0.57	0.50	0.79	0.80	0.47	0.72	0.67	0.73	0.59	0.68	0.77	0.74	0.83	0.69	0.59	0.74	0.61	0.61	0.75	0.86	0.77	0.69	0.40	0.67	0.64	0.61	0.46	0.70	0.78	0.81	0.42	0.69	0.71	0.60	0.62	0.68	0.67	0.49	0.84	0.52	0.67	0.68	0.73	0.78	0.65	0.76	0.59	0.71	0.68
PV	2014	0.73	0.61	0.65	0.73	0.65	0.72	0.76	0.69	0.80	0.66	0.56	0.67	0.72	0.70	0.80	0.66	0.84	0.68	0.61	0.63	0.73	0.70	0.62	0.71	0.73	0.42	0.82	0.59	0.69	0.82	0.63	0.76	0.63	0.83	0.68	0.65	0.78	0.68	0.51	0.82	0.57	0.69	0.74	0.77	0.67	0.70	0.58	0.52	0.63	0.56	0.69	0.77	0.79	0.76	0.79	0.58	0.59	0.58	0.50	0.79	0.50	0.73	0.79	0.75	0.62	0.77	0.62	0.73	0.75	0.70	0.68	0.55	0.61	0.61	0.77	0.83	0.66	0.61	0.73	0.59	0.80	0.63	0.57	0.78	0.64	0.77	0.62	0.84	0.79	0.76	0.79	0.60	0.49	0.79	0.80	0.46	0.75	0.57	0.73	0.59	0.67	0.80	0.75	0.83	0.71	0.59	0.69	0.61	0.65	0.70	0.84	0.73	0.73	0.40	0.69	0.64	0.61	0.40	0.70	0.75	0.81	0.42	0.69	0.66	0.61	0.61	0.69	0.67	0.50	0.79	0.52	0.62	0.70	0.74	0.81	0.62	0.78	0.56	0.71	0.64
PV	2015	0.73	0.63	0.65	0.80	0.66	0.72	0.72	0.65	0.80	0.66	0.58	0.73	0.69	0.65	0.79	0.58	0.78	0.70	0.63	0.63	0.76	0.66	0.61	0.70	0.73	0.44	0.77	0.59	0.69	0.84	0.64	0.75	0.63	0.82	0.61	0.66	0.76	0.72	0.55	0.82	0.60	0.66	0.74	0.73	0.68	0.75	0.65	0.57	0.57	0.61	0.65	0.78	0.77	0.75	0.81	0.56	0.56	0.65	0.50	0.80	0.54	0.76	0.80	0.80	0.62	0.72	0.59	0.73	0.74	0.66	0.68	0.57	0.60	0.63	0.76	0.81	0.62	0.59	0.70	0.61	0.80	0.65	0.58	0.79	0.68	0.70	0.61	0.84	0.78	0.76	0.78	0.59	0.53	0.77	0.80	0.44	0.79	0.56	0.71	0.58	0.67	0.83	0.76	0.83	0.69	0.57	0.71	0.60	0.63	0.72	0.86	0.73	0.70	0.44	0.69	0.67	0.72	0.40	0.70	0.77	0.81	0.42	0.74	0.69	0.63	0.62	0.70	0.65	0.49	0.78	0.60	0.56	0.73	0.79	0.78	0.61	0.79	0.40	0.73	0.66
PV	2016	0.76	0.60	0.66	0.75	0.66	0.71	0.72	0.64	0.79	0.64	0.58	0.74	0.67	0.61	0.77	0.65	0.79	0.69	0.63	0.61	0.76	0.67	0.59	0.74	0.70	0.43	0.80	0.57	0.70	0.83	0.64	0.75	0.64	0.84	0.61	0.66	0.77	0.71	0.52	0.82	0.56	0.66	0.72	0.72	0.70	0.72	0.63	0.56	0.58	0.62	0.67	0.75	0.74	0.75	0.76	0.58	0.62	0.65	0.49	0.79	0.56	0.72	0.82	0.81	0.61	0.71	0.63	0.73	0.73	0.65	0.67	0.56	0.61	0.62	0.73	0.79	0.70	0.59	0.66	0.59	0.82	0.61	0.59	0.82	0.66	0.68	0.60	0.81	0.78	0.71	0.78	0.61	0.52	0.76	0.79	0.47	0.77	0.59	0.71	0.63	0.68	0.82	0.80	0.83	0.70	0.57	0.70	0.61	0.64	0.70	0.85	0.73	0.69	0.45	0.66	0.68	0.66	0.40	0.70	0.77	0.81	0.45	0.74	0.68	0.63	0.61	0.69	0.69	0.52	0.78	0.56	0.60	0.71	0.81	0.76	0.61	0.76	0.51	0.77	0.64
PV	2017	0.76	0.63	0.65	0.80	0.68	0.68	0.76	0.63	0.81	0.62	0.56	0.73	0.70	0.61	0.79	0.65	0.79	0.72	0.62	0.57	0.71	0.71	0.63	0.72	0.70	0.43	0.76	0.56	0.70	0.83	0.64	0.76	0.64	0.80	0.61	0.71	0.76	0.71	0.51	0.82	0.66	0.71	0.77	0.68	0.69	0.74	0.60	0.53	0.58	0.62	0.72	0.73	0.79	0.77	0.76	0.56	0.61	0.67	0.51	0.80	0.53	0.73	0.81	0.83	0.61	0.72	0.60	0.73	0.80	0.68	0.65	0.57	0.59	0.62	0.71	0.78	0.67	0.60	0.69	0.59	0.83	0.61	0.58	0.80	0.65	0.69	0.55	0.81	0.79	0.71	0.77	0.58	0.53	0.78	0.79	0.47	0.78	0.55	0.71	0.60	0.67	0.81	0.80	0.77	0.66	0.58	0.69	0.64	0.61	0.69	0.85	0.71	0.68	0.47	0.70	0.64	0.65	0.44	0.69	0.77	0.81	0.55	0.75	0.64	0.64	0.58	0.68	0.70	0.52	0.78	0.57	0.58	0.66	0.79	0.78	0.66	0.74	0.49	0.74	0.70
PV	2018	0.74	0.61	0.67	0.73	0.75	0.69	0.72	0.64	0.80	0.66	0.55	0.72	0.67	0.59	0.76	0.69	0.79	0.73	0.63	0.58	0.73	0.74	0.63	0.73	0.71	0.46	0.80	0.54	0.70	0.83	0.65	0.72	0.69	0.79	0.63	0.73	0.75	0.67	0.57	0.81	0.60	0.69	0.79	0.70	0.69	0.77	0.65	0.52	0.58	0.57	0.70	0.75	0.78	0.73	0.76	0.54	0.59	0.58	0.56	0.80	0.50	0.74	0.78	0.79	0.62	0.71	0.60	0.74	0.78	0.68	0.66	0.56	0.64	0.63	0.70	0.81	0.63	0.60	0.73	0.57	0.84	0.67	0.56	0.79	0.64	0.64	0.56	0.81	0.77	0.70	0.70	0.59	0.50	0.78	0.78	0.50	0.78	0.56	0.71	0.65	0.68	0.78	0.80	0.77	0.68	0.57	0.70	0.64	0.63	0.73	0.85	0.69	0.69	0.49	0.71	0.70	0.63	0.45	0.67	0.77	0.80	0.56	0.73	0.67	0.64	0.58	0.68	0.67	0.53	0.78	0.56	0.58	0.66	0.77	0.76	0.64	0.74	0.49	0.72	0.70
PV	2019	0.71	0.58	0.66	0.76	0.74	0.74	0.73	0.69	0.77	0.66	0.60	0.77	0.68	0.60	0.81	0.67	0.81	0.73	0.60	0.57	0.71	0.70	0.66	0.65	0.72	0.50	0.78	0.55	0.69	0.82	0.65	0.73	0.71	0.74	0.61	0.74	0.82	0.67	0.59	0.83	0.63	0.70	0.78	0.70	0.68	0.78	0.67	0.50	0.60	0.56	0.67	0.73	0.71	0.76	0.76	0.56	0.59	0.59	0.58	0.80	0.52	0.76	0.79	0.76	0.63	0.72	0.59	0.76	0.77	0.70	0.68	0.59	0.57	0.62	0.72	0.81	0.66	0.63	0.69	0.49	0.80	0.68	0.58	0.80	0.64	0.66	0.55	0.78	0.76	0.71	0.73	0.59	0.54	0.74	0.78	0.46	0.80	0.55	0.69	0.63	0.72	0.80	0.80	0.77	0.68	0.56	0.74	0.64	0.61	0.71	0.83	0.71	0.67	0.47	0.67	0.69	0.66	0.52	0.67	0.78	0.80	0.55	0.78	0.70	0.67	0.59	0.69	0.72	0.53	0.78	0.57	0.66	0.69	0.78	0.83	0.65	0.76	0.51	0.71	0.64
PV	2020	0.69	0.60	0.65	0.74	0.66	0.75	0.73	0.78	0.79	0.71	0.58	0.69	0.68	0.66	0.79	0.66	0.81	0.70	0.57	0.55	0.75	0.67	0.67	0.63	0.73	0.45	0.78	0.57	0.70	0.83	0.63	0.71	0.69	0.80	0.59	0.70	0.78	0.67	0.54	0.84	0.64	0.72	0.75	0.75	0.70	0.77	0.61	0.57	0.63	0.59	0.66	0.73	0.71	0.75	0.82	0.57	0.56	0.57	0.58	0.81	0.53	0.77	0.80	0.74	0.65	0.72	0.63	0.75	0.77	0.70	0.68	0.58	0.59	0.64	0.72	0.80	0.67	0.68	0.67	0.56	0.81	0.67	0.59	0.79	0.65	0.60	0.58	0.77	0.77	0.77	0.72	0.57	0.54	0.74	0.78	0.46	0.78	0.53	0.71	0.64	0.72	0.82	0.78	0.78	0.70	0.59	0.75	0.66	0.67	0.67	0.84	0.71	0.67	0.46	0.65	0.68	0.67	0.54	0.70	0.78	0.80	0.54	0.75	0.70	0.63	0.62	0.69	0.69	0.52	0.78	0.59	0.63	0.68	0.78	0.83	0.70	0.76	0.52	0.71	0.68
RL	1996	0.67	0.50	0.33	0.83		1.00	1.00		0.67	0.83	0.50		1.00	0.50	0.67	0.50	1.00	0.83	0.67	0.50	1.00	0.83	0.83	0.33	0.50	0.17	0.67	0.50		0.83	0.83	1.00	1.00	0.67	0.67	0.67	0.50		0.83	1.00	1.00	0.50	0.83	1.00	0.50	1.00	0.50	0.50	0.17	0.67	0.50	0.50	1.00	1.00	1.00	0.67	0.67	0.83	0.33	1.00	0.83	1.00	0.50	1.00	0.67		0.67	0.83	0.83	1.00		0.67	0.17	0.67		1.00	0.50	0.67	0.83	0.50	1.00	0.50		0.67	1.00	0.50	0.50	1.00	1.00	1.00	0.67	0.33	0.50	1.00	0.83	0.67	0.50	0.50	0.67	0.50	0.67	0.83	1.00	1.00	0.83	0.67	0.83	0.50	0.83	0.33	1.00	0.83		0.33	0.67	1.00	0.67	0.33	0.50	1.00	1.00	0.83	0.83	0.83	0.83	0.50	0.67	0.83	0.67	0.67	0.67		1.00	1.00	0.50	0.67	0.83	0.67	0.67	0.67
RL	1998	0.50	0.33	0.50	0.83	0.83	1.00	1.00	0.83	0.67	0.83	0.50	0.67	0.83	0.50	0.67	0.33	1.00	0.67	0.67	0.50	1.00	0.83	0.83	0.33	0.17	0.17	0.67	0.50	0.83	0.83	0.83	0.83	1.00	0.67	0.50	0.67	0.50	0.67	0.83	1.00	0.83	0.50	0.83	1.00	0.50	0.67	0.33	0.50	0.17	0.67	0.33	0.33	0.83	1.00	1.00	0.67	0.33	0.83	0.33	1.00	0.83	1.00	0.50	1.00	0.67	0.67	0.33	0.83	0.67	0.83	0.67	0.67	0.33	0.67	0.67	1.00	0.50	0.67	0.67	0.50	1.00	0.33	0.83	0.67	1.00	0.50	0.50	1.00	1.00	1.00	0.67	0.33	0.50	1.00	0.83	0.50	0.50	0.50	0.67	0.50	0.67	0.83	0.83	1.00	0.83	0.50	0.83	0.50	0.67	0.50	1.00	0.83	0.83	0.33	0.50	0.67	0.50	0.33	0.50	1.00	1.00	0.83	0.67	0.83	0.83	0.50	0.67	0.83	0.67	0.67	0.67	0.67	1.00	1.00	0.50	0.67	0.83	0.50	0.67	0.67
